viewer_id,signup_date,country,age_group,signup_quarter
622,2023-05-01,Australia,46-55,2023Q2
623,2024-03-04,France,56+,2024Q1
624,2023-09-27,Japan,56+,2023Q3
625,2023-04-21,France,26-35,2023Q2
626,2023-06-15,Canada,26-35,2023Q2
627,2023-08-27,Brazil,46-55,2023Q3
628,2023-07-22,India,36-45,2023Q3
629,2023-03-04,Brazil,56+,2023Q1
630,2023-08-11,Mexico,36-45,2023Q3
631,2023-06-12,Germany,46-55,2023Q2
632,2024-02-10,UK,46-55,2024Q1
633,2023-12-08,USA,56+,2023Q4
634,2024-01-20,Japan,56+,2024Q1
635,2023-12-16,France,46-55,2023Q4
636,2023-09-30,USA,18-25,2023Q3
637,2023-10-06,India,56+,2023Q4
638,2023-08-12,Brazil,26-35,2023Q3
639,2024-01-26,Mexico,36-45,2024Q1
640,2023-07-11,USA,36-45,2023Q3
641,2024-02-02,India,36-45,2024Q1
642,2023-10-16,Brazil,46-55,2023Q4
643,2024-03-14,France,36-45,2024Q1
644,2024-02-12,Germany,18-25,2024Q1
645,2023-01-30,Australia,18-25,2023Q1
646,2023-01-30,Australia,26-35,2023Q1
647,2023-01-31,USA,56+,2023Q1
648,2023-06-10,Australia,26-35,2023Q2
649,2024-03-01,USA,46-55,2024Q1
650,2023-12-15,Japan,56+,2023Q4
651,2023-11-12,France,18-25,2023Q4
652,2023-07-12,Germany,56+,2023Q3
653,2023-09-14,Brazil,18-25,2023Q3
654,2023-05-16,France,56+,2023Q2
655,2023-06-01,Germany,18-25,2023Q2
656,2023-01-07,Brazil,18-25,2023Q1
657,2023-12-13,Germany,46-55,2023Q4
658,2023-03-27,Germany,46-55,2023Q1
659,2023-02-24,Australia,18-25,2023Q1
660,2023-08-24,UK,46-55,2023Q3
661,2023-05-27,USA,56+,2023Q2
662,2023-07-13,UK,18-25,2023Q3
663,2023-03-29,Canada,18-25,2023Q1
664,2024-03-16,Australia,56+,2024Q1
665,2023-07-14,Japan,36-45,2023Q3
666,2023-07-31,France,18-25,2023Q3
667,2023-04-01,USA,56+,2023Q2
668,2023-07-01,UK,46-55,2023Q3
669,2023-04-10,Japan,26-35,2023Q2
670,2023-10-12,India,46-55,2023Q4
671,2023-03-17,USA,36-45,2023Q1
672,2023-05-04,USA,46-55,2023Q2
673,2024-01-16,Mexico,36-45,2024Q1
674,2023-07-09,Canada,18-25,2023Q3
675,2023-10-10,UK,18-25,2023Q4
676,2023-10-12,Australia,26-35,2023Q4
677,2023-02-21,Germany,56+,2023Q1
678,2023-10-10,Canada,56+,2023Q4
679,2024-02-14,France,56+,2024Q1
680,2023-11-26,Canada,18-25,2023Q4
681,2023-10-02,USA,56+,2023Q4
682,2023-06-07,Germany,18-25,2023Q2
683,2024-03-18,France,56+,2024Q1
684,2023-07-28,USA,26-35,2023Q3
685,2024-03-16,Japan,26-35,2024Q1
686,2024-01-27,Canada,56+,2024Q1
687,2023-03-08,Brazil,18-25,2023Q1
688,2023-01-31,Japan,36-45,2023Q1
689,2024-01-23,France,36-45,2024Q1
690,2024-01-25,Japan,46-55,2024Q1
691,2023-02-07,Brazil,26-35,2023Q1
692,2023-04-20,Brazil,26-35,2023Q2
693,2023-09-09,France,26-35,2023Q3
694,2023-03-22,Mexico,56+,2023Q1
695,2023-04-18,India,56+,2023Q2
696,2024-03-19,India,46-55,2024Q1
697,2023-01-03,UK,18-25,2023Q1
698,2024-02-24,Mexico,26-35,2024Q1
699,2023-12-19,Japan,36-45,2023Q4
700,2024-01-31,Mexico,56+,2024Q1
701,2023-01-07,Japan,56+,2023Q1
702,2023-11-14,France,46-55,2023Q4
703,2024-01-16,Japan,46-55,2024Q1
704,2023-05-06,Germany,56+,2023Q2
705,2024-01-03,UK,18-25,2024Q1
706,2023-04-28,France,46-55,2023Q2
707,2023-10-03,Mexico,18-25,2023Q4
708,2023-08-21,France,18-25,2023Q3
709,2023-05-29,Australia,26-35,2023Q2
710,2024-02-17,Canada,56+,2024Q1
711,2023-01-24,Japan,18-25,2023Q1
712,2024-03-26,Mexico,46-55,2024Q1
713,2023-05-20,Canada,36-45,2023Q2
714,2024-03-11,India,46-55,2024Q1
715,2023-10-20,Japan,46-55,2023Q4
716,2023-10-21,Japan,36-45,2023Q4
717,2023-11-27,Brazil,46-55,2023Q4
718,2023-10-24,Canada,36-45,2023Q4
719,2024-03-18,Germany,18-25,2024Q1
720,2023-07-07,UK,36-45,2023Q3
721,2024-03-29,UK,46-55,2024Q1
722,2023-06-15,Mexico,26-35,2023Q2
723,2023-09-20,Germany,56+,2023Q3
724,2023-11-04,France,18-25,2023Q4
725,2024-02-23,Australia,36-45,2024Q1
726,2023-05-27,India,36-45,2023Q2
727,2023-06-30,UK,56+,2023Q2
728,2023-10-21,Japan,18-25,2023Q4
729,2024-01-18,Japan,18-25,2024Q1
730,2023-01-24,UK,56+,2023Q1
731,2023-05-09,UK,18-25,2023Q2
732,2023-10-30,Brazil,56+,2023Q4
733,2023-10-19,Mexico,36-45,2023Q4
734,2023-07-24,France,56+,2023Q3
735,2023-05-02,Canada,26-35,2023Q2
736,2023-01-12,Australia,46-55,2023Q1
737,2023-03-31,Australia,26-35,2023Q1
738,2023-09-09,USA,36-45,2023Q3
739,2023-04-23,India,26-35,2023Q2
740,2023-04-13,Brazil,46-55,2023Q2
741,2023-05-12,Mexico,56+,2023Q2
742,2023-08-18,Brazil,46-55,2023Q3
743,2024-01-04,Canada,56+,2024Q1
744,2023-05-24,Brazil,36-45,2023Q2
745,2023-09-01,Japan,26-35,2023Q3
746,2023-01-23,Brazil,26-35,2023Q1
747,2023-12-16,Australia,56+,2023Q4
748,2023-01-28,Germany,36-45,2023Q1
749,2023-08-17,USA,56+,2023Q3
750,2023-02-05,Germany,36-45,2023Q1
751,2023-01-01,France,46-55,2023Q1
752,2024-02-14,USA,56+,2024Q1
753,2023-03-18,USA,26-35,2023Q1
754,2024-03-19,Japan,56+,2024Q1
755,2023-10-06,Australia,46-55,2023Q4
756,2023-01-09,Canada,46-55,2023Q1
757,2023-12-06,USA,26-35,2023Q4
758,2023-09-23,Mexico,36-45,2023Q3
759,2023-03-12,UK,56+,2023Q1
760,2023-11-20,Mexico,56+,2023Q4
761,2023-02-13,Australia,18-25,2023Q1
762,2024-02-06,Brazil,18-25,2024Q1
763,2023-05-26,India,56+,2023Q2
764,2023-05-31,Mexico,56+,2023Q2
765,2023-12-25,Germany,26-35,2023Q4
766,2023-03-24,Mexico,46-55,2023Q1
767,2024-01-14,Australia,36-45,2024Q1
768,2023-07-05,Japan,46-55,2023Q3
769,2023-12-27,Japan,18-25,2023Q4
770,2023-10-18,Japan,26-35,2023Q4
771,2024-02-15,USA,46-55,2024Q1
772,2024-02-23,USA,46-55,2024Q1
773,2023-03-19,Mexico,36-45,2023Q1
774,2024-02-10,Japan,36-45,2024Q1
775,2024-03-03,USA,36-45,2024Q1
776,2023-06-14,Germany,56+,2023Q2
777,2023-06-07,France,36-45,2023Q2
778,2023-08-20,Canada,18-25,2023Q3
779,2023-04-23,France,26-35,2023Q2
780,2023-05-19,USA,46-55,2023Q2
781,2024-03-06,Brazil,46-55,2024Q1
782,2024-01-24,Germany,18-25,2024Q1
783,2023-12-10,India,36-45,2023Q4
784,2023-12-29,India,26-35,2023Q4
785,2023-02-20,Brazil,18-25,2023Q1
786,2024-01-13,Canada,18-25,2024Q1
787,2024-01-06,France,18-25,2024Q1
788,2023-12-14,UK,36-45,2023Q4
789,2023-01-01,UK,26-35,2023Q1
790,2023-07-10,Canada,26-35,2023Q3
791,2023-09-27,Brazil,46-55,2023Q3
792,2024-01-25,USA,18-25,2024Q1
793,2023-07-06,France,26-35,2023Q3
794,2023-05-09,Australia,36-45,2023Q2
795,2023-12-11,Australia,36-45,2023Q4
796,2023-05-12,India,46-55,2023Q2
797,2024-03-01,India,18-25,2024Q1
798,2023-10-13,Australia,36-45,2023Q4
799,2023-04-07,UK,26-35,2023Q2
800,2023-11-13,India,36-45,2023Q4
801,2023-10-07,France,26-35,2023Q4
802,2023-02-07,Japan,18-25,2023Q1
803,2024-01-19,USA,26-35,2024Q1
804,2023-07-15,Germany,26-35,2023Q3
805,2023-12-28,Australia,26-35,2023Q4
806,2024-01-03,India,46-55,2024Q1
807,2023-04-17,Canada,56+,2023Q2
808,2023-10-12,Japan,26-35,2023Q4
809,2023-07-13,Australia,18-25,2023Q3
810,2024-01-13,Germany,56+,2024Q1
811,2023-11-02,Japan,26-35,2023Q4
812,2023-08-19,India,18-25,2023Q3
813,2024-03-26,Germany,18-25,2024Q1
814,2023-10-08,Germany,46-55,2023Q4
815,2023-12-08,UK,56+,2023Q4
816,2023-09-01,India,18-25,2023Q3
817,2023-01-07,Germany,56+,2023Q1
818,2023-10-12,Mexico,18-25,2023Q4
819,2023-08-13,Japan,56+,2023Q3
820,2023-12-02,India,36-45,2023Q4
821,2024-02-12,Germany,18-25,2024Q1
822,2024-03-16,Brazil,36-45,2024Q1
823,2023-07-31,Australia,36-45,2023Q3
824,2024-01-21,USA,56+,2024Q1
825,2024-03-22,Japan,56+,2024Q1
826,2023-03-07,Japan,18-25,2023Q1
827,2023-01-22,France,36-45,2023Q1
828,2023-04-21,Brazil,56+,2023Q2
829,2024-02-13,India,46-55,2024Q1
830,2023-02-25,France,56+,2023Q1
831,2023-11-05,Germany,26-35,2023Q4
832,2023-03-08,France,18-25,2023Q1
833,2023-04-14,Germany,46-55,2023Q2
834,2023-12-05,USA,36-45,2023Q4
835,2024-01-01,Australia,26-35,2024Q1
836,2023-11-28,Germany,56+,2023Q4
837,2023-11-14,Brazil,46-55,2023Q4
838,2023-02-08,Australia,18-25,2023Q1
839,2023-12-01,Canada,56+,2023Q4
840,2023-11-23,Canada,56+,2023Q4
841,2023-09-18,India,26-35,2023Q3
842,2023-05-15,Mexico,56+,2023Q2
843,2023-04-11,Mexico,36-45,2023Q2
844,2023-08-04,UK,26-35,2023Q3
845,2023-01-07,Brazil,46-55,2023Q1
846,2023-06-09,UK,18-25,2023Q2
847,2024-03-19,Japan,46-55,2024Q1
848,2023-02-16,Germany,36-45,2023Q1
849,2024-02-19,India,46-55,2024Q1
850,2023-03-15,India,18-25,2023Q1
851,2023-07-26,France,36-45,2023Q3
852,2023-08-10,Japan,36-45,2023Q3
853,2023-02-26,France,46-55,2023Q1
854,2023-12-08,France,46-55,2023Q4
855,2023-06-11,UK,46-55,2023Q2
856,2023-03-19,Japan,56+,2023Q1
857,2024-03-16,Brazil,46-55,2024Q1
858,2024-01-30,Australia,36-45,2024Q1
859,2023-10-06,UK,26-35,2023Q4
860,2024-01-09,Mexico,56+,2024Q1
861,2023-04-15,India,26-35,2023Q2
862,2024-02-27,Australia,46-55,2024Q1
863,2023-08-14,Australia,18-25,2023Q3
864,2023-11-08,Canada,56+,2023Q4
865,2024-03-09,USA,26-35,2024Q1
866,2023-11-09,Mexico,56+,2023Q4
867,2024-03-06,Australia,26-35,2024Q1
868,2023-12-03,Japan,56+,2023Q4
869,2024-03-11,Mexico,18-25,2024Q1
870,2023-01-03,France,56+,2023Q1
871,2023-09-19,India,26-35,2023Q3
872,2023-01-10,Mexico,56+,2023Q1
873,2023-04-26,Mexico,56+,2023Q2
874,2023-10-06,Germany,36-45,2023Q4
875,2023-05-22,Australia,18-25,2023Q2
876,2024-01-02,USA,36-45,2024Q1
877,2023-09-27,Germany,56+,2023Q3
878,2023-06-21,Mexico,18-25,2023Q2
879,2023-02-09,India,26-35,2023Q1
880,2024-01-11,France,36-45,2024Q1
881,2023-09-23,Australia,18-25,2023Q3
882,2023-05-26,Australia,56+,2023Q2
883,2023-01-02,Australia,36-45,2023Q1
884,2023-09-16,USA,18-25,2023Q3
885,2023-02-28,India,56+,2023Q1
886,2024-02-12,Australia,18-25,2024Q1
887,2023-07-24,Mexico,36-45,2023Q3
888,2023-07-12,UK,46-55,2023Q3
889,2024-03-10,Mexico,18-25,2024Q1
890,2023-06-23,Germany,56+,2023Q2
891,2023-05-27,Brazil,26-35,2023Q2
892,2024-03-07,Japan,26-35,2024Q1
893,2023-01-30,USA,56+,2023Q1
894,2023-10-23,Germany,18-25,2023Q4
895,2023-01-29,USA,56+,2023Q1
896,2023-10-11,USA,56+,2023Q4
897,2023-02-09,Brazil,56+,2023Q1
898,2024-01-22,Germany,18-25,2024Q1
899,2023-07-24,Japan,26-35,2023Q3
900,2024-01-03,Germany,18-25,2024Q1
901,2024-02-23,Germany,18-25,2024Q1
902,2023-10-25,Germany,36-45,2023Q4
903,2023-01-20,USA,18-25,2023Q1
904,2023-09-26,Japan,46-55,2023Q3
905,2023-12-03,India,56+,2023Q4
906,2023-03-30,Germany,26-35,2023Q1
907,2023-11-30,France,56+,2023Q4
908,2023-11-02,India,36-45,2023Q4
909,2023-12-28,Australia,26-35,2023Q4
910,2024-02-15,Mexico,56+,2024Q1
911,2023-11-12,Canada,18-25,2023Q4
912,2023-12-09,Australia,36-45,2023Q4
913,2023-09-21,Germany,46-55,2023Q3
914,2023-04-12,USA,46-55,2023Q2
915,2023-02-07,India,18-25,2023Q1
916,2023-02-12,Canada,46-55,2023Q1
917,2023-07-12,Australia,36-45,2023Q3
918,2023-01-04,Germany,18-25,2023Q1
919,2023-01-02,Canada,56+,2023Q1
920,2023-02-07,India,46-55,2023Q1
921,2024-03-14,France,36-45,2024Q1
922,2023-07-24,France,46-55,2023Q3
923,2023-02-17,France,26-35,2023Q1
924,2023-12-13,Japan,26-35,2023Q4
925,2023-07-29,France,18-25,2023Q3
926,2023-08-08,Japan,18-25,2023Q3
927,2023-11-30,Brazil,46-55,2023Q4
928,2024-02-28,India,36-45,2024Q1
929,2023-07-26,Brazil,18-25,2023Q3
930,2023-10-05,Australia,18-25,2023Q4
931,2023-11-29,Germany,56+,2023Q4
932,2024-01-06,Canada,18-25,2024Q1
933,2023-01-24,India,36-45,2023Q1
934,2023-05-04,USA,18-25,2023Q2
935,2023-02-17,Canada,46-55,2023Q1
936,2024-03-26,Mexico,26-35,2024Q1
937,2023-07-09,France,56+,2023Q3
938,2024-01-03,India,56+,2024Q1
939,2023-09-12,Canada,26-35,2023Q3
940,2023-08-28,Japan,26-35,2023Q3
941,2024-02-15,Canada,36-45,2024Q1
942,2023-03-25,Brazil,36-45,2023Q1
943,2024-01-12,France,18-25,2024Q1
944,2023-05-17,India,36-45,2023Q2
945,2023-08-08,Germany,18-25,2023Q3
946,2023-01-04,Brazil,46-55,2023Q1
947,2023-06-10,Japan,46-55,2023Q2
948,2023-08-04,UK,18-25,2023Q3
949,2023-10-05,USA,18-25,2023Q4
950,2023-02-18,Brazil,18-25,2023Q1
951,2023-07-13,UK,18-25,2023Q3
952,2024-01-11,India,26-35,2024Q1
953,2023-06-10,Germany,18-25,2023Q2
954,2023-04-15,Australia,26-35,2023Q2
955,2023-08-14,India,18-25,2023Q3
956,2023-11-25,USA,46-55,2023Q4
957,2023-02-07,Germany,18-25,2023Q1
958,2023-12-10,Germany,56+,2023Q4
959,2024-03-24,UK,46-55,2024Q1
960,2024-01-09,India,46-55,2024Q1
961,2024-01-17,USA,36-45,2024Q1
962,2023-07-02,UK,26-35,2023Q3
963,2023-12-08,Japan,36-45,2023Q4
964,2023-10-19,USA,18-25,2023Q4
965,2023-08-07,UK,18-25,2023Q3
966,2023-06-17,USA,36-45,2023Q2
967,2023-04-11,France,46-55,2023Q2
968,2023-09-16,India,46-55,2023Q3
969,2023-05-28,Canada,46-55,2023Q2
970,2024-01-22,Mexico,26-35,2024Q1
971,2024-02-21,Brazil,36-45,2024Q1
972,2023-03-03,Germany,56+,2023Q1
973,2023-01-27,Mexico,36-45,2023Q1
974,2023-08-11,France,36-45,2023Q3
975,2023-03-23,Germany,36-45,2023Q1
976,2023-12-18,Mexico,46-55,2023Q4
977,2023-06-21,UK,26-35,2023Q2
978,2023-11-14,Australia,26-35,2023Q4
979,2023-12-28,Brazil,56+,2023Q4
980,2024-03-06,Mexico,18-25,2024Q1
981,2023-05-02,France,18-25,2023Q2
982,2023-10-23,UK,56+,2023Q4
983,2023-08-08,Japan,36-45,2023Q3
984,2023-01-01,Germany,56+,2023Q1
985,2023-07-17,Japan,36-45,2023Q3
986,2023-11-16,India,26-35,2023Q4
987,2024-02-02,Australia,36-45,2024Q1
988,2023-10-19,Canada,56+,2023Q4
989,2023-02-17,Australia,56+,2023Q1
990,2023-12-05,UK,36-45,2023Q4
991,2023-04-26,Mexico,56+,2023Q2
992,2023-02-21,Germany,18-25,2023Q1
993,2024-03-21,France,46-55,2024Q1
994,2023-10-03,France,26-35,2023Q4
995,2023-08-24,UK,18-25,2023Q3
996,2023-02-28,Mexico,56+,2023Q1
997,2023-05-14,France,36-45,2023Q2
998,2023-05-23,Germany,36-45,2023Q2
999,2024-01-12,Brazil,18-25,2024Q1
1000,2023-08-04,Brazil,18-25,2023Q3
1001,2023-06-12,India,56+,2023Q2
1002,2023-05-02,Australia,26-35,2023Q2
1003,2023-02-11,Japan,56+,2023Q1
1004,2024-03-05,Brazil,26-35,2024Q1
1005,2024-03-20,Canada,56+,2024Q1
1006,2023-12-11,Australia,46-55,2023Q4
1007,2023-05-06,Mexico,26-35,2023Q2
1008,2023-11-30,Australia,18-25,2023Q4
1009,2023-02-10,Japan,46-55,2023Q1
1010,2023-11-27,Brazil,26-35,2023Q4
1011,2023-08-29,Japan,56+,2023Q3
1012,2023-10-04,France,26-35,2023Q4
1013,2023-03-17,Japan,18-25,2023Q1
1014,2023-03-01,India,56+,2023Q1
1015,2023-02-19,USA,26-35,2023Q1
1016,2023-12-17,Japan,36-45,2023Q4
1017,2024-02-21,India,56+,2024Q1
1018,2023-01-06,Canada,36-45,2023Q1
1019,2023-02-01,Germany,56+,2023Q1
1020,2023-02-08,UK,36-45,2023Q1
1021,2024-01-19,UK,18-25,2024Q1
1022,2023-04-09,France,18-25,2023Q2
1023,2023-05-27,Australia,18-25,2023Q2
1024,2023-10-31,UK,56+,2023Q4
1025,2023-05-11,Japan,56+,2023Q2
1026,2023-07-28,USA,36-45,2023Q3
1027,2023-03-09,USA,26-35,2023Q1
1028,2023-01-29,Brazil,46-55,2023Q1
1029,2024-01-15,Mexico,36-45,2024Q1
1030,2024-01-09,India,18-25,2024Q1
1031,2023-10-28,Brazil,36-45,2023Q4
1032,2024-01-30,Germany,18-25,2024Q1
1033,2023-04-17,Germany,18-25,2023Q2
1034,2023-12-09,UK,18-25,2023Q4
1035,2023-11-07,USA,26-35,2023Q4
1036,2024-02-29,UK,26-35,2024Q1
1037,2023-02-14,Brazil,46-55,2023Q1
1038,2023-06-27,USA,26-35,2023Q2
1039,2023-04-19,UK,26-35,2023Q2
1040,2023-09-06,Mexico,56+,2023Q3
1041,2023-04-11,France,56+,2023Q2
1042,2023-02-01,UK,18-25,2023Q1
1043,2023-06-03,France,18-25,2023Q2
1044,2023-08-09,USA,18-25,2023Q3
1045,2023-10-16,India,36-45,2023Q4
1046,2024-02-05,France,36-45,2024Q1
1047,2023-07-20,India,56+,2023Q3
1048,2023-05-27,Canada,46-55,2023Q2
1049,2023-07-28,India,18-25,2023Q3
1050,2024-03-06,Mexico,46-55,2024Q1
1051,2023-03-01,India,56+,2023Q1
1052,2023-06-07,Canada,56+,2023Q2
1053,2024-02-26,Brazil,46-55,2024Q1
1054,2023-05-11,UK,26-35,2023Q2
1055,2023-01-16,Australia,56+,2023Q1
1056,2023-05-16,USA,46-55,2023Q2
1057,2023-02-03,Brazil,46-55,2023Q1
1058,2023-06-27,France,26-35,2023Q2
1059,2024-03-04,Japan,46-55,2024Q1
1060,2023-01-23,Mexico,56+,2023Q1
1061,2023-08-16,Japan,26-35,2023Q3
1062,2023-02-23,Germany,26-35,2023Q1
1063,2023-08-13,UK,26-35,2023Q3
1064,2023-12-25,USA,18-25,2023Q4
1065,2023-03-04,UK,26-35,2023Q1
1066,2024-01-13,Australia,26-35,2024Q1
1067,2023-09-26,Brazil,18-25,2023Q3
1068,2024-03-29,India,56+,2024Q1
1069,2023-12-25,UK,56+,2023Q4
1070,2024-03-22,UK,56+,2024Q1
1071,2023-07-29,Germany,56+,2023Q3
1072,2024-01-11,India,26-35,2024Q1
1073,2023-04-27,India,36-45,2023Q2
1074,2024-01-22,Brazil,46-55,2024Q1
1075,2023-08-19,Brazil,26-35,2023Q3
1076,2023-03-14,India,36-45,2023Q1
1077,2024-01-29,France,26-35,2024Q1
1078,2023-05-02,India,18-25,2023Q2
1079,2023-04-11,France,46-55,2023Q2
1080,2024-03-07,Australia,56+,2024Q1
1081,2023-09-10,France,46-55,2023Q3
1082,2023-05-26,Brazil,18-25,2023Q2
1083,2024-02-21,Canada,46-55,2024Q1
1084,2023-01-20,Canada,18-25,2023Q1
1085,2023-07-24,France,18-25,2023Q3
1086,2023-11-24,UK,56+,2023Q4
1087,2023-11-08,Mexico,56+,2023Q4
1088,2023-09-29,Japan,46-55,2023Q3
1089,2023-06-28,Canada,36-45,2023Q2
1090,2023-06-18,UK,26-35,2023Q2
1091,2023-04-26,Canada,18-25,2023Q2
1092,2023-06-19,Brazil,56+,2023Q2
1093,2023-09-26,France,36-45,2023Q3
1094,2024-03-21,Germany,46-55,2024Q1
1095,2023-06-24,France,36-45,2023Q2
1096,2023-07-08,India,56+,2023Q3
1097,2023-06-11,France,18-25,2023Q2
1098,2023-06-23,France,18-25,2023Q2
1099,2023-08-18,India,18-25,2023Q3
1100,2023-03-31,Australia,26-35,2023Q1
1101,2023-12-09,UK,36-45,2023Q4
1102,2023-12-07,France,56+,2023Q4
1103,2024-01-29,India,26-35,2024Q1
1104,2023-10-14,Mexico,18-25,2023Q4
1105,2023-11-11,India,56+,2023Q4
1106,2023-04-22,India,46-55,2023Q2
1107,2023-04-29,Japan,18-25,2023Q2
1108,2023-12-22,Japan,56+,2023Q4
1109,2023-07-25,Canada,26-35,2023Q3
1110,2023-01-05,USA,18-25,2023Q1
1111,2024-02-14,Brazil,18-25,2024Q1
1112,2023-09-03,Japan,26-35,2023Q3
1113,2023-12-10,Australia,56+,2023Q4
1114,2023-08-07,France,36-45,2023Q3
1115,2023-01-05,Canada,18-25,2023Q1
1116,2024-02-22,Australia,36-45,2024Q1
1117,2024-03-13,UK,36-45,2024Q1
1118,2024-01-17,Canada,36-45,2024Q1
1119,2023-10-15,Mexico,36-45,2023Q4
1120,2023-10-09,Australia,18-25,2023Q4
1121,2023-08-06,Germany,36-45,2023Q3
1122,2023-09-02,Japan,56+,2023Q3
1123,2023-04-22,Australia,46-55,2023Q2
1124,2023-10-18,India,56+,2023Q4
1125,2024-02-11,India,26-35,2024Q1
1126,2023-06-21,Germany,36-45,2023Q2
1127,2023-08-20,India,46-55,2023Q3
1128,2024-01-27,India,18-25,2024Q1
1129,2023-03-06,USA,56+,2023Q1
1130,2023-12-10,Australia,36-45,2023Q4
1131,2023-01-06,Mexico,46-55,2023Q1
1132,2024-02-28,Canada,56+,2024Q1
1133,2023-10-01,UK,36-45,2023Q4
1134,2023-04-02,France,46-55,2023Q2
1135,2023-07-25,Mexico,26-35,2023Q3
1136,2023-12-12,USA,46-55,2023Q4
1137,2023-02-18,USA,26-35,2023Q1
1138,2023-06-24,Canada,26-35,2023Q2
1139,2023-03-09,Australia,26-35,2023Q1
1140,2024-01-06,France,56+,2024Q1
1141,2024-01-10,Australia,56+,2024Q1
1142,2023-05-02,USA,56+,2023Q2
1143,2023-12-23,Brazil,18-25,2023Q4
1144,2023-08-12,Brazil,18-25,2023Q3
1145,2024-02-18,France,36-45,2024Q1
1146,2023-06-08,UK,26-35,2023Q2
1147,2023-08-01,UK,26-35,2023Q3
1148,2023-11-19,UK,36-45,2023Q4
1149,2023-10-03,Canada,26-35,2023Q4
1150,2024-03-05,Mexico,56+,2024Q1
1151,2023-05-13,France,26-35,2023Q2
1152,2024-03-10,Germany,36-45,2024Q1
1153,2024-03-23,France,46-55,2024Q1
1154,2023-05-26,Canada,18-25,2023Q2
1155,2023-03-13,UK,46-55,2023Q1
1156,2023-10-27,Brazil,26-35,2023Q4
1157,2023-08-23,France,26-35,2023Q3
1158,2024-02-09,Germany,26-35,2024Q1
1159,2023-05-13,India,46-55,2023Q2
1160,2023-01-17,Japan,56+,2023Q1
1161,2023-03-19,Mexico,56+,2023Q1
1162,2023-01-15,Australia,18-25,2023Q1
1163,2023-05-13,USA,46-55,2023Q2
1164,2024-01-21,Mexico,36-45,2024Q1
1165,2023-06-28,USA,18-25,2023Q2
1166,2023-06-10,Brazil,18-25,2023Q2
1167,2023-11-17,Australia,18-25,2023Q4
1168,2023-04-09,Mexico,26-35,2023Q2
1169,2023-01-29,USA,36-45,2023Q1
1170,2023-05-01,India,36-45,2023Q2
1171,2023-08-24,Brazil,36-45,2023Q3
1172,2023-12-04,France,18-25,2023Q4
1173,2023-12-27,France,56+,2023Q4
1174,2023-11-23,Japan,56+,2023Q4
1175,2023-05-05,USA,36-45,2023Q2
1176,2023-08-03,Mexico,36-45,2023Q3
1177,2024-01-02,Japan,36-45,2024Q1
1178,2023-01-05,Germany,18-25,2023Q1
1179,2023-06-30,Canada,36-45,2023Q2
1180,2023-09-07,UK,26-35,2023Q3
1181,2023-01-27,UK,36-45,2023Q1
1182,2023-01-10,Japan,36-45,2023Q1
1183,2023-09-28,UK,26-35,2023Q3
1184,2023-09-14,Japan,56+,2023Q3
1185,2024-02-17,Brazil,36-45,2024Q1
1186,2023-05-09,Japan,56+,2023Q2
1187,2024-01-22,France,18-25,2024Q1
1188,2023-09-27,UK,36-45,2023Q3
1189,2023-04-06,UK,36-45,2023Q2
1190,2023-09-28,Brazil,56+,2023Q3
1191,2024-03-25,Brazil,18-25,2024Q1
1192,2023-08-29,Mexico,18-25,2023Q3
1193,2024-03-21,India,26-35,2024Q1
1194,2023-12-14,Mexico,56+,2023Q4
1195,2023-03-07,India,26-35,2023Q1
1196,2023-05-18,Japan,18-25,2023Q2
1197,2023-10-10,Japan,18-25,2023Q4
1198,2023-05-14,Australia,46-55,2023Q2
1199,2023-07-01,Canada,36-45,2023Q3
1200,2024-01-06,USA,18-25,2024Q1
1201,2023-04-27,Brazil,18-25,2023Q2
1202,2023-05-19,Canada,26-35,2023Q2
1203,2023-09-19,Brazil,56+,2023Q3
1204,2023-12-31,Mexico,46-55,2023Q4
1205,2023-09-24,Japan,46-55,2023Q3
1206,2023-04-05,Australia,26-35,2023Q2
1207,2024-02-02,Mexico,46-55,2024Q1
1208,2023-11-11,Canada,26-35,2023Q4
1209,2023-02-26,Canada,18-25,2023Q1
1210,2023-11-16,Germany,26-35,2023Q4
1211,2023-09-07,UK,46-55,2023Q3
1212,2023-07-21,Brazil,56+,2023Q3
1213,2024-02-05,Australia,56+,2024Q1
1214,2023-03-11,Germany,36-45,2023Q1
1215,2023-04-08,Germany,36-45,2023Q2
1216,2024-01-11,Germany,26-35,2024Q1
1217,2024-01-24,UK,46-55,2024Q1
1218,2023-11-17,Canada,46-55,2023Q4
1219,2023-10-13,Australia,56+,2023Q4
1220,2023-08-09,Canada,46-55,2023Q3
1221,2023-12-04,Australia,56+,2023Q4
1222,2024-02-25,USA,56+,2024Q1
1223,2023-10-23,USA,18-25,2023Q4
1224,2023-09-19,Australia,56+,2023Q3
1225,2023-12-28,Brazil,56+,2023Q4
1226,2023-01-17,Germany,56+,2023Q1
1227,2023-08-30,UK,46-55,2023Q3
1228,2023-08-07,Mexico,18-25,2023Q3
1229,2023-01-22,Germany,56+,2023Q1
1230,2023-03-19,Japan,26-35,2023Q1
1231,2023-08-17,UK,26-35,2023Q3
1232,2023-10-31,UK,56+,2023Q4
1233,2023-04-24,Mexico,18-25,2023Q2
1234,2024-02-20,Mexico,26-35,2024Q1
1235,2023-12-04,Mexico,18-25,2023Q4
1236,2023-10-19,Mexico,46-55,2023Q4
